SOURCE: Abe paste 2026-08-31 (AI batch #2 for St. Anthony Port Reading, 04-1083). Gauntlet log in lpi/accounts/portreading-stanthony.md.
1. Funeral Home | Chubenko Funeral Home | (732) 634-6009 | 625 Port Reading Avenue, Port Reading NJ | https://www.chubenkofh.com/ | Family business founded in 1951; manager Gregory B. Chubenko
157. Restaurant | Chris Michael's Steakhouse & Lounge | (732) 634-5355 | 40 Oakwood Avenue, Woodbridge NJ | https://www.edisonchamber.com/list/category/restaurants-76 | Owner-named local steakhouse
158. Pizzeria | Edison Pizza & Italian Restaurant | (732) 985-1733 | 2303 Woodbridge Avenue, Edison NJ | (DUP of sheet row)
159. Deli | Edison Tex Mex Deli | (732) 640-2929 | 2024 Woodbridge Avenue, Edison NJ | https://www.edisonchamber.com/list/category/restaurants-76 | Independent neighborhood deli
160. Restaurant | Elixir Bar & Grill | (732) 819-4026 | 2222 Woodbridge Avenue, Edison NJ | https://www.edisonchamber.com/list/category/restaurants-76 | Local restaurant
161. Restaurant | Ferraro 1061 | (732) 225-3113 | 1061 Amboy Avenue, Edison NJ | https://www.edisonchamber.com/list/category/restaurants-76 | Family-name Italian restaurant
162. Restaurant | Latin Port | (848) 219-0334 | 333 Lake Avenue, Metuchen NJ | https://www.edisonchamber.com/list/category/restaurants-76 | Independent local restaurant
163. Restaurant | LouCas | (732) 549-8580 | 9 Lincoln Highway, Edison NJ | https://www.edisonchamber.com/list/category/restaurants-76 | Locally based restaurant
164. Restaurant | Ruby Ke Kitchen Se | (732) 579-7249 | 1020 Amboy Avenue, Edison NJ | https://www.edisonchamber.com/list/category/restaurants-76 | Independent local restaurant
165. Diner | Skylark Diner | (732) 777-7878 | 17 Wooding Avenue, Edison NJ | https://www.edisonchamber.com/list/category/restaurants-76 | Independent local diner
166. Restaurant | Sunshine Grill | (908) 227-1338 | 821 Amboy Avenue, Edison NJ | https://www.edisonchamber.com/list/category/restaurants-76 | Independent local restaurant
167. Restaurant | The Mexi-Boys | (732) 803-9330 | 56 French Street, Edison NJ | https://www.edisonchamber.com/list/category/restaurants-76 | Independent local restaurant
168. Brewery | Cypress Brewing Company | (732) 713-6287 | 30 Nixon Lane Unit 1E, Edison NJ | (alcohol)
169. Caterer | Famous Samosas | (732) 740-7373 | 180 Talmadge Road, Edison NJ | https://www.edisonchamber.com/list/category/food-beverage-catering-37 | Independent local food business
170. Caterer | Flavors by Chef Jay Doshi | (732) 447-6381 | 4 Genova Court, Edison NJ | (home-based)
171. Coffee Shop | Frappe Joe Coffee | (732) 372-7700 | 1 Route 27 Unit 1, Edison NJ | https://www.edisonchamber.com/list/category/food-beverage-catering-37 | Independent local coffee shop
172. Pizzeria | Oakwood Pizza | (732) 494-0340 | 167 Wood Avenue, Edison NJ | https://www.edisonchamber.com/list/category/food-beverage-catering-37 | Independent neighborhood pizzeria
173. Banquet Hall | Pines Manor | (732) 287-2222 | 2085 Highway 27, Edison NJ | https://www.edisonchamber.com/list/category/food-beverage-catering-37 | Longstanding local banquet venue
174. Restaurant | U Dumpling | (732) 317-8396 | 561 US Route 1 Pad F, Edison NJ | https://www.edisonchamber.com/list/category/food-beverage-catering-37 | Locally based restaurant
175. Bakery | La Bon Bake Shoppes | (732) 636-0121 | 356 Amboy Avenue, Woodbridge NJ | https://business.woodbridgechamber.com/member-directory/FindStartsWith?term=%23%21 | Longstanding local bakery
176. Pizzeria | Benny's Pizza | (732) 218-5253 | 654 Amboy Avenue, Woodbridge NJ | (DUP of sheet row)
177. Bakery | Ferrara Bakery | (732) 687-3895 | 915 Amboy Avenue Rear Building, Perth Amboy NJ | https://business.woodbridgechamber.com/member-directory/FindStartsWith?term=%23%21 | Family-name local bakery
178. Bagel Shop | Knot Just Bagels | (732) 750-1999 | 93 Main Street, Woodbridge NJ | https://business.woodbridgechamber.com/member-directory/FindStartsWith?term=%23%21 | Independent local bagel shop
179. Restaurant | Moby Dicks Restaurant | (732) 634-7572 | 351 West Avenue, Sewaren NJ | https://business.woodbridgechamber.com/member-directory/FindStartsWith?term=%23%21 | Longstanding Sewaren restaurant
180. Banquet Hall | Sapphire Banquet Inc. | (732) 326-1400 | 800 Rahway Avenue, Woodbridge NJ | https://business.woodbridgechamber.com/member-directory/FindStartsWith?term=%23%21 | Locally based banquet venue
181. Pizzeria | Strawberry's Pub & Pizza | (732) 634-3131 | 110 Amboy Avenue, Woodbridge NJ | https://business.woodbridgechamber.com/member-directory/FindStartsWith?term=%23%21 | Independent neighborhood pub and pizzeria
182. Deli | Roosevelt's Deli & Catering | (732) 738-9399 | 684 King George Road, Fords NJ | https://business.woodbridgechamber.com/member-directory/FindStartsWith?term=%23%21 | Independent neighborhood deli
183. Italian Ice | Maglione's Italian Ices | (732) 283-0705 | 111 Madison Street, Iselin NJ | https://business.woodbridgechamber.com/member-directory/FindStartsWith?term=%23%21 | Family-name local dessert shop
184. Restaurant | Dominic's Italian Restaurant | (732) 726-3355 | 453 Avenel Street, Avenel NJ | https://business.woodbridgechamber.com/member-directory/FindStartsWith?term=%23%21 | Owner-named neighborhood Italian restaurant
185. Restaurant | Il Castello's | (732) 602-0090 | 81 Main Street, Woodbridge NJ | https://business.woodbridgechamber.com/member-directory/FindStartsWith?term=%23%21 | Independent local Italian restaurant
186. Restaurant | Ambeli Greek Taverna | (908) 272-4111 | 29 North Union Avenue, Cranford NJ | https://downtowncranford.org/business/ambeli-greek-taverna/ | Independent local Greek restaurant
187. Diner | Cranford Station House | (908) 276-2818 | 7 North Avenue East, Cranford NJ | https://downtowncranford.org/business/cranford-station-house/ | Independent local diner
188. Restaurant | Old City Cafe & Grill | (908) 276-2701 | 20 North Union Avenue, Cranford NJ | https://downtowncranford.org/business/old-city-cafe-grill/ | Independent local restaurant
189. Italian Market | Pastosa Ravioli | (908) 276-0606 | 200 South Avenue East, Cranford NJ | (franchise chain)
190. Butcher and Deli | Perrotti's Quality Meats | (908) 272-4980 | 23 South Union Avenue, Cranford NJ | https://downtowncranford.org/business/perrottis-quality-meats/ | Family-name neighborhood butcher
191. Restaurant | River & Rail Cantina | (908) 922-4300 | 230 South Avenue East, Cranford NJ | https://downtowncranford.org/business/river-rail-cantina/ | Independent local restaurant
192. Restaurant | Riverside Inn | (908) 709-9449 | 56 North Avenue East, Cranford NJ | https://downtowncranford.org/business/riverside-inn/ | Independent local restaurant
193. Restaurant | Sapore di Italia | (908) 325-6729 | 101 North Union Avenue, Cranford NJ | https://downtowncranford.org/business/sapore-di-italia/ | Independent local Italian restaurant
194. Deli | Sub-Ology | (908) 276-5250 | 17 North Avenue West, Cranford NJ | (multi-location check)
195. Restaurant | Thai Mama | (908) 854-3666 | 110 North Avenue West, Cranford NJ | https://downtowncranford.org/business/thai-mama/ | Independent local Thai restaurant
196. Deli | The Gourmet Deli | (908) 272-3290 | 41 Alden Street, Cranford NJ | https://downtowncranford.org/business/the-gourmet-deli/ | Independent neighborhood deli
197. Coffee Shop | The Morning Roast at Yale Terrace | (732) 301-4193 | 26 Eastman Street, Cranford NJ | https://downtowncranford.org/business/the-morning-roast-at-yale-terrace/ | Independent local coffee shop
198. Restaurant | The Thirsty Turtle | (908) 324-4140 | 3 South Avenue, Cranford NJ | https://downtowncranford.org/business/the-thirsty-turtle/ | Local restaurant
199. Pizzeria | Vinny's Pizza & Pasta | (908) 709-9000 | 28 Eastman Street, Cranford NJ | https://downtowncranford.org/business/vinnys-pizza-pasta/ | Owner-named neighborhood pizzeria
200. Pizzeria | Big Apple Pizza | (908) 276-5555 | 13 Walnut Avenue, Cranford NJ | https://downtowncranford.org/business/big-apple-pizza/ | Independent neighborhood pizzeria
201. Cafe | Café Paris | (908) 276-8030 | 106 Walnut Avenue, Cranford NJ | https://downtowncranford.org/business/cafe-paris/ | Independent local cafe
202. Cafe | Cafe Teasia | (908) 324-4091 | 1 South Avenue East, Cranford NJ | https://downtowncranford.org/business/cafe-teasia/ | Independent local cafe
203. Bakery | Cake Artist Cafe | (908) 967-6007 | 8 Eastman Street, Cranford NJ | https://downtowncranford.org/business/cake-artist-cafe/ | Independent local bakery and cafe
204. Sweets Shop | Carmela's Sweet Shoppe | (908) 588-2255 | 11 Walnut Avenue, Cranford NJ | https://downtowncranford.org/business/carmelas-sweet-shoppe/ | Owner-named local sweets shop
205. Restaurant | Ciao Bello | (908) 497-0700 | 220 South Avenue East, Cranford NJ | https://downtowncranford.org/business/ciao-bello/ | Independent local Italian restaurant
206. Bagel Shop | Cranford Best Bagels & Deli | (908) 931-0454 | 107 South Avenue East, Cranford NJ | https://downtowncranford.org/business/cranford-best-bagels-deli/ | Independent neighborhood bagel shop
207. Cafe | Crepes & Co Lokal Coffee | (908) 956-0442 | 103 Miln Street, Cranford NJ | https://downtowncranford.org/business/lokal-coffee-co/ | Independent local cafe
208. Restaurant | Il Gabbiano | (908) 497-1990 | 10 South Avenue West, Cranford NJ | https://downtowncranford.org/business/il-gabbiano/ | Independent local Italian restaurant
209. Restaurant | Johnny Napkins | (908) 402-8500 | 123 North Union Avenue, Cranford NJ | (multi-location check)
210. Sushi Restaurant | Mizu Sushi | (908) 272-7888 | 103 North Union Avenue, Cranford NJ | https://downtowncranford.org/business/mizu-sushi/ | Independent local sushi restaurant
211. Sushi Restaurant | Mr. Bin Sushi & Grill | (908) 272-2617 | 123 North Union Avenue, Cranford NJ | https://downtowncranford.org/business/mr-bin-sushi-grill/ | Independent local sushi restaurant
212. Restaurant | Butch Kowal's Tavern | (732) 453-4171 | 950 Saint Georges Avenue, Rahway NJ | https://www.rahwaychamberofcommerce.com/business-directory | Owner-named local tavern
213. Restaurant | Casamon Caribbean Cuisine | (732) 829-3012 | 1572 Elizabeth Avenue, Rahway NJ | https://www.rahwaychamberofcommerce.com/business-directory | Independent local restaurant
214. Restaurant | Flynn's Pub House | (732) 397-5472 | 1482 Main Street, Rahway NJ | https://www.rahwaychamberofcommerce.com/business-directory | Family-name local pub
215. Restaurant | The Waiting Room | (732) 382-0900 | 66 East Cherry Street, Rahway NJ | https://www.rahwaychamberofcommerce.com/business-directory | Independent local restaurant
216. Ice Cream Shop | It's Delicious Ice Cream | (732) 540-8642 | 152 Central Avenue, Clark NJ | https://www.rahwaychamberofcommerce.com/business-directory | Independent local ice-cream shop
217. Restaurant | Fu Lin | (732) 826-9050 | 79 Smith Street, Perth Amboy NJ | https://www.1683society.org/restuarants | Family-owned; serving Perth Amboy for more than 10 years
218. Restaurant | The Barge Restaurant & Banquet Facility | (732) 442-3000 | 201 Front Street, Perth Amboy NJ | https://www.1683society.org/restuarants | Family-owned since 1925
219. Deli | Lee's Market | (732) 442-0826 | 77 Smith Street, Perth Amboy NJ | https://www.1683society.org/restuarants | Independent neighborhood market and deli
220. Restaurant | The Armory | (732) 826-6000 | 200 Front Street, Perth Amboy NJ | https://www.1683society.org/restuarants | Longstanding waterfront restaurant
221. Restaurant | BayCity Restaurant and Sports Bar | (732) 442-8100 | 273 High Street, Perth Amboy NJ | https://www.1683society.org/restuarants | Independent waterfront-district restaurant
222. Florist | Floral Expressions Woodbridge | (732) 634-6868 | 82 North James Street, Woodbridge NJ | (no category on sheet)
223. Florist | E&E Flowers | (732) 548-8823 | 1197 Amboy Avenue, Edison NJ | (no category on sheet; was funeral-list quarantine, chamber resolves verification)
224. Jeweler | Neves Jewelers | (732) 634-1086 | 103 Main Street, Woodbridge NJ | (no category)
225. Jeweler | Martin Jewelers | (908) 276-6718 | 12 North Avenue West, Cranford NJ | (no category)
226. Rare Coins | Washington Rock Rare Coins | (908) 276-0381 | 9 Walnut Avenue, Cranford NJ | (no category)
227. Computer Service | Right Click Computer Services | (732) 855-0075 | Woodbridge NJ | (skip)
228. Computer Service | Agile Technology Solutions | (732) 392-6446 | Edison NJ | (skip)
229. Computer Service | Complex Technologies | (732) 709-5180 | Edison NJ | (skip)
230. Computer Sales | Joy Systems Inc. | (732) 907-1590 | Edison NJ | (skip)
231. Printing | Stone Mountain Printing | (732) 634-4444 | Woodbridge NJ | (skip)
232. Copier Service | General Copiers | (732) 388-3303 | Rahway NJ | (skip)
233. Marketing | Ad Café | (732) 906-1444 | Edison NJ | (skip)
234. Publishing | Criterion Publishing Company | (732) 548-8300 | Metuchen NJ | (skip)
235. Marketing | Scope Marketing | (732) 882-5431 | Edison NJ | (skip)
236. Sign Shop | A2Z Signs | (732) 512-9500 | Edison NJ | (skip)
237. Media | Nautical Media Group | (848) 844-6117 | Iselin NJ | (skip)
238. Photography | P.M. Studios | (732) 512-9844 | Edison NJ | (skip)
239. Photo Booth | AVAS Photobooth | (732) 510-5101 | Woodbridge NJ | (skip)
240. Event Venue | Colonia Country Club | (732) 381-9500 | 300 Colonia Boulevard, Colonia NJ | https://business.woodbridgechamber.com/member-directory/FindStartsWith?term=%23%21 | Local country club and event venue
241. Event Venue | Albatross | (908) 201-0870 | Edison NJ | (skip)
242. Bowling | Majestic Lanes Inc. | (732) 826-6800 | 525 Route 9 North, Hopelawn NJ | https://business.woodbridgechamber.com/member-directory/FindStartsWith?term=%23%21 | Independent local bowling center
243. Tailor | Silvia's Tailoring | (732) 321-0080 | Metuchen NJ | (skip)
244. Hair and Scalp Care | Vito Mazza Hair and Scalp Wellness | (732) 636-0119 | Woodbridge NJ | (skip)
245. Counseling | Insights Counseling Center | (732) 218-8600 | Woodbridge NJ | (skip)
246. Moving | Strongmile Movers | (732) 754-3626 | Metuchen NJ | (skip - movers precedent)
247. Framing | My Framing Store | (732) 777-0887 | Edison NJ | (skip)
248. Specialty Foods | LaCrunch | (732) 305-0847 | Edison NJ | (skip)
249. Hair Salon | P.M. Studio | (908) 977-2056 | Rahway NJ | (skip)
250. Barbershop | Rahway's Finest Barbershop | (908) 391-3778 | Rahway NJ | (skip)
251. Retail | Rahway Refillery | (732) 453-6610 | Rahway NJ | (skip)
252. Tattoo Studio | Garden of Ink | (732) 669-7232 | Rahway NJ | (skip)
253. Martial Arts | Tigers Martial Arts | (908) 296-0183 | Rahway NJ | (skip)
254. Public Relations | Whit PR | (908) 588-2602 | Rahway NJ | (skip)
255. Marketing | Wizdom Media | (732) 340-0666 | Rahway NJ | (skip)
256. Arts Studio | Wine & Design Rahway | (732) 943-7334 | Rahway NJ | (franchise)
257. Coffee Shop | The Coffee Box | (862) 812-1893 | 1465 Irving Street, Rahway NJ | https://www.rahwaychamberofcommerce.com/business-directory | Independent local coffee shop
258. Tavern Museum | Merchants & Drovers Tavern Museum | (732) 381-0441 | Rahway NJ | (org)
259. Yacht Club | Rahway Yacht Club | (732) 574-8594 | Rahway NJ | (org)
260. Beauty Clinic | Revival MD Aesthetic Clinic | (848) 281-0661 | Rahway NJ | (skip)
261. Audio Visual | ALM & Associates Inc. | (732) 499-4513 | Rahway NJ | (skip)
262. Performing Arts | Avenel Performing Arts Center | (732) 314-0500 | Avenel NJ | (org)
263. Aquarium Shop | Woodbridge Aquarium & Wildlife Center | (848) 353-1483 | Woodbridge NJ | (skip)
264. IT Consulting | Technology Visionaries LLC | (732) 587-5960 | Woodbridge NJ | (skip)
265. Marketing | BiggerFish Marketing | (732) 596-7824 | Woodbridge NJ | (skip)
266. Beauty and Wellness | Sculpted Beauty & Wellness | (732) 634-3233 | Woodbridge NJ | (skip)
267. Education | Jiguar Inc. | (732) 372-9228 | Edison NJ | (skip)
268. Autism Services | Akhil Autism Foundation | (732) 516-0541 | Edison NJ | (org)
269. Health Clinic | Ideal Healthcare / Mobility Clinic | (732) 662-5700 | 60 Lincoln Highway, Edison NJ | https://www.edisonchamber.com/list/category/health-44 | Locally based mobility clinic
270. Orthopedics | Orthopaedic Institute of Central Jersey | (732) 974-0404 | 2035 Lincoln Highway, Edison NJ | (satellite check - 974 = Monmouth exchange)
271. Printing and Promotion | Smart Shopper | (732) 494-2985 | Edison NJ | (skip)
272. Wholesale Supplies | JFK Supplies Inc. | (732) 985-7800 | Edison NJ | (skip)
273. Manufacturing | Lawler Manufacturing Corp. | (732) 777-2040 | Edison NJ | (skip)
274. HVAC Service | Thermal Service of New Jersey Inc. | (732) 225-9188 | Edison NJ | (commercial - skip)
275. Controls Contractor | TJM Controls Inc. | (732) 742-3691 | Edison NJ | (skip)
276. Technical Service | Transglobal Technical Parts & Services | (732) 343-5113 | Edison NJ | (skip)
277. Freight Logistics | Citi Freight Logistics Inc. | (732) 837-3884 | Edison NJ | (skip)
278. Staffing | PrideStaff Edison | (732) 810-0900 | Edison NJ | (franchise)
279. Real-Estate Development | Fox & Foxx Development LLC | (732) 819-9199 | Edison NJ | (skip)
280. Property Management | Fieldstone Properties | (732) 225-2525 | Fords NJ | (skip)
281. Commercial Real Estate | Federal Business Centers | (732) 225-2200 | Edison NJ | (skip)
282. Commercial Real Estate | Heller Industrial Parks Inc. | (732) 287-4880 | Edison NJ | (skip)
283. Commercial Real Estate | Zimmel Associates | (732) 661-9200 | Edison NJ | (skip)
284. Commercial Real Estate | NAI DiLeo-Bram | (732) 985-3000 | Woodbridge NJ | (skip)
285. (dup of 35) | 286. Architecture Del Vecchio (skip) | 287. (dup of 93) | 288. (dup of 101) | 289. (dup of 171) | 290. (dup of 173) | 291. (dup of 245) | 292. (dup of 143) | 293. (dup of 222) | 294. (dup of 133) | 295. (dup of 190) | 296. (dup of 182) | 297. (dup of 122) | 298. (dup of 44) | 299. (dup of 34) | 300. (dup of 16)
